N,Drone,Truck Diesel Medium,Petit Van Diesel,Truck Électrique Medium,Petit Van Électrique
361,57.76,90.92271401700158,40.501936243937074,31.409664842236907,13.638407102550236
362,57.92,90.92324768968398,40.502173970859225,31.409849201890825,13.638487153452594
363,58.08,90.92377840892624,40.502410382158054,31.410032541265426,13.638566761338936
364,58.24,90.92430619917721,40.5026454887244,31.410214868806673,13.638645929876581
365,58.4,90.9248310846167,40.50287930132926,31.410396192867584,13.638724662692503
366,58.56,90.92535308915903,40.50311183062539,31.410576521709483,13.638802963373854
367,58.72,90.92587223645683,40.50334308714895,31.41075586350326,13.638880835468521
368,58.88,90.92638854990439,40.50357308132105,31.410934226330607,13.638958282485659
369,59.04,90.92690205264145,40.50380182344937,31.411111618185224,13.639035307896217
370,59.2,90.9274127675564,40.504029323729675,31.41128804697403,13.63911191513346
371,59.36,90.92792071728988,40.50425559224731,31.41146352051832,13.639188107593482
372,59.52,90.92842592423798,40.50448063897875,31.41163804655494,13.639263888635698
373,59.68,90.92892841055564,40.50470447379297,31.4118116327374,13.639339261583345
374,59.84,90.92942819815977,40.50492710645299,31.411984286637008,13.639414229723965
375,60.0,90.92992530873259,40.50514854661725,31.412156015743985,13.639488796309887
376,60.160000000000004,90.93041976372464,40.50536880384098,31.41232682746851,13.639562964558696
377,60.32,90.93091158435786,40.50558788757759,31.4124967291418,13.639636737653676
378,60.480000000000004,90.93140079162872,40.50580580718007,31.412665728017192,13.639710118744308
379,60.64,90.93188740631116,40.50602257190225,31.41283383127113,13.639783110946674
380,60.800000000000004,90.93237144895959,40.50623819090018,31.41300104600422,13.639855717343936
381,60.96,90.93285293991151,40.50645267323331,31.413167379242157,13.639927940986727
382,61.120000000000005,90.93333189929082,40.50666602786592,31.413332837936828,13.639999784893623
383,61.28,90.93380834701026,40.506878263668206,31.413497428967176,13.640071252051538
384,61.44,90.93428230277425,40.50708938941762,31.413661159140194,13.640142345416137
385,61.6,90.93475378608171,40.50729941380004,31.413824035191865,13.640213067912256
386,61.76,90.93522281622863,40.50750834541094,31.413986063788073,13.640283422434294
387,61.92,90.93568941231075,40.50771619275661,31.41414725152553,13.640353411846611
388,62.08,90.9361535932261,40.507922964255265,31.41430760493265,13.640423038983913
389,62.24,90.93661537767765,40.50812866823823,31.41446713047046,13.640492306651646
390,62.4,90.93707478417568,40.50833331295099,31.414625834533414,13.64056121762635
391,62.56,90.9375318310404,40.50853690655437,31.41478372345032,13.64062977465606
392,62.72,90.93798653640431,40.508739457125564,31.414940803485127,13.640697980460647
393,62.88,90.9384389182146,40.50894097265923,31.415097080837768,13.64076583773219
394,63.04,90.93888899423547,40.50914146106853,31.415252561644976,13.640833349135319
395,63.2,90.93933678205053,40.509340930186156,31.415407251981094,13.64090051730758
396,63.36,90.93978229906513,40.50953938776538,31.415561157858864,13.640967344859769
397,63.52,90.94022556250842,40.50973684148102,31.41571428523018,13.641033834376262
398,63.68,90.9406665894358,40.509933298930505,31.415866639986916,13.641099988415371
399,63.84,90.94110539673096,40.510128767634704,31.4160182279616,13.641165809509642
400,64.0,90.94154200110809,40.51032325503906,31.41616905492825,13.641231300166213
401,64.16,90.94197641911398,40.51051676851442,31.416319126603014,13.641296462867098
402,64.32000000000001,90.94240866713011,40.51070931535796,31.41646844864494,13.641361300069514
403,64.48,90.94283876137476,40.51090090279421,31.416617026656734,13.641425814206213
404,64.64,90.94326671790498,40.51109153797585,31.416764866185353,13.641490007685745
405,64.8,90.94369255261859,40.51128122798465,31.416911972722783,13.641553882892786
406,64.96000000000001,90.94411628125616,40.51146997983229,31.417058351706668,13.641617442188423
407,65.12,90.94453791940298,40.51165780046133,31.41720400852103,13.641680687910446
408,65.28,90.94495748249093,40.51184469674597,31.417348948496866,13.641743622373639
409,65.44,90.94537498580038,40.5120306754929,31.417493176912856,13.641806247870056
410,65.6,90.94579044446206,40.5122157434422,31.417636698995985,13.64186856666931
411,65.76,90.94620387345884,40.51239990726803,31.417779519922146,13.641930581018826
412,65.92,90.94661528762757,40.51258317357955,31.417921644816794,13.641992293144133
413,66.08,90.94702470166084,40.51276554892165,31.418063078755562,13.642053705249126
414,66.24,90.94743213010875,40.51294703977572,31.418203826764838,13.642114819516312
415,66.4,90.9478375873806,40.51312765256045,31.41834389382239,13.642175638107089
416,66.56,90.94824108774661,40.51330739363258,31.418483284857917,13.64223616316199
417,66.72,90.9486426453396,40.51348626928764,31.41862200475368,13.642296396800939
418,66.88,90.94904227415665,40.5136642857607,31.418760058345025,13.642356341123497
419,67.04,90.94943998806065,40.51384144922702,31.41889745042095,13.642415998209097
420,67.2,90.94983580078201,40.5140177658029,31.419034185724694,13.642475370117301
421,67.36,90.95022972592014,40.514193241546245,31.41917026895423,13.64253445888802
422,67.52,90.95062177694511,40.51436788245737,31.419305704762856,13.642593266541766
423,67.68,90.95101196719912,40.51454169447961,31.419440497759698,13.642651795079868
424,67.84,90.95140030989799,40.51471468350002,31.419574652510214,13.642710046484698
425,68.0,90.95178681813273,40.514886855350035,31.419708173536762,13.64276802271991
426,68.16,90.95217150487092,40.51505821580614,31.419841065319044,13.642825725730637
427,68.32000000000001,90.95255438295827,40.515228770590504,31.41997333229467,13.64288315744374
428,68.48,90.95293546511991,40.515398525371594,31.4201049788596,13.642940319767984
429,68.64,90.95331476396196,40.515567485764876,31.420236009368676,13.642997214594294
430,68.8,90.95369229197277,40.51573565733333,31.42036642813605,13.643053843795915
431,68.96000000000001,90.95406806152444,40.51590304558816,31.420496239435714,13.643110209228665
432,69.12,90.95444208487397,40.51606965598932,31.42062544750192,13.643166312731097
433,69.28,90.95481437416484,40.516235493946155,31.420754056529667,13.643222156124724
434,69.44,90.95518494142809,40.516400564817964,31.420882070675155,13.643277741214211
435,69.60000000000001,90.95555379858376,40.51656487391459,31.42100949405621,13.643333069787564
436,69.76,90.95592095744217,40.51672842649697,31.42113633075275,13.643388143616324
437,69.92,90.9562864297051,40.516891227777734,31.421262584807216,13.643442964455765
438,70.08,90.95665022696708,40.5170532829217,31.42138826022499,13.64349753404506
439,70.24,90.95701236071659,40.51721459704648,31.42151336097482,13.643551854107487
440,70.4,90.95737284233732,40.517375175222995,31.421637890989256,13.643605926350597
441,70.56,90.95773168310934,40.51753502247598,31.421761854165045,13.643659752466402
442,70.72,90.95808889421023,40.51769414378457,31.421885254363534,13.643713334131535
443,70.88,90.9584444867163,40.51785254408272,31.422008095411087,13.643766673007445
444,71.04,90.95879847160373,40.51801022825985,31.422130381099468,13.643819770740558
445,71.2,90.95915085974963,40.5181672011612,31.422252115186232,13.643872628962443
446,71.36,90.95950166193322,40.51832346758844,31.422373301395112,13.643925249289982
447,71.52,90.95985088883701,40.51847903230012,31.42249394341642,13.64397763332555
448,71.68,90.96019855104763,40.518633900012134,31.422614044907363,13.644029782657144
449,71.84,90.96054465905722,40.51878807539822,31.422733609492493,13.644081698858582
450,72.0,90.9608892232642,40.51894156309042,31.422852640763995,13.64413338348963
451,72.16,90.96123225397452,40.51909436767956,31.422971142282105,13.644184838096177
452,72.32000000000001,90.96157376140255,40.519246493715684,31.423089117575426,13.644236064210382
453,72.48,90.96191375567217,40.51939794570851,31.423206570141293,13.644287063350824
454,72.64,90.96225224681773,40.5195487281279,31.423323503446124,13.64433783702266
455,72.8,90.9625892447851,40.51969884540427,31.423439920925755,13.644388386717763
456,72.96000000000001,90.96292475943252,40.51984830192904,31.42355582598578,13.644438713914878
457,73.12,90.96325880053175,40.51999710205506,31.42367122200188,13.644488820079763
458,73.28,90.96359137776881,40.520145250097016,31.42378611232013,13.644538706665319
459,73.44,90.96392250074506,40.52029275033189,31.423900500257382,13.644588375111757
460,73.60000000000001,90.96425217897807,40.520439606999325,31.42401438910151,13.64463782684671
461,73.76,90.96458042190255,40.520585824302046,31.42412778211179,13.644687063285382
462,73.92,90.96490723887122,40.52073140640628,31.424240682519148,13.644736085830683
463,74.08,90.96523263915576,40.52087635744211,31.42435309352653,13.644784895873363
464,74.24,90.96555663194756,40.52102068150391,31.424465018309157,13.644833494792133
465,74.4,90.9658792263588,40.52116438265074,31.424576460014855,13.644881883953818
466,74.56,90.96620043142306,40.521307464906634,31.424687421764325,13.644930064713458
467,74.72,90.96652025609629,40.52144993226108,31.424797906651445,13.644978038414443
468,74.88,90.96683870925777,40.52159178866937,31.42490791774359,13.645025806388665
469,75.04,90.96715579971058,40.52173303805289,31.425017458081832,13.645073369956586
470,75.2,90.96747153618279,40.52187368429961,31.42512653068132,13.645120730427417
471,75.36,90.96778592732797,40.52201373126428,31.425235138531477,13.645167889099195
472,75.52,90.9680989817262,40.522153182768946,31.42534328459632,13.645214847258929
473,75.68,90.96841070788476,40.52229204260321,31.425450971814733,13.645261606182713
474,75.84,90.96872111423883,40.52243031452457,31.425558203100685,13.645308167135823
475,76.0,90.96903020915232,40.522568002258765,31.42566498134353,13.645354531372849
476,76.16,90.9693380009187,40.522705109500144,31.425771309408272,13.645400700137802
477,76.32000000000001,90.96964449776152,40.52284163991195,31.425877190135797,13.645446674664228
478,76.48,90.96994970783541,40.52297759712668,31.425982626343142,13.645492456175312
479,76.64,90.97025363922667,40.52311298474643,31.426087620823758,13.645538045884
480,76.8,90.97055629995387,40.52324780634309,31.426192176347698,13.645583444993079
481,76.96000000000001,90.97085769796881,40.52338206545884,31.426296295661952,13.64562865469532
482,77.12,90.971157841157,40.523515765606305,31.426399981490597,13.64567367617355
483,77.28,90.97145673733846,40.52364891026895,31.4265032365351,13.645718510600767
484,77.44,90.97175439426834,40.52378150290136,31.42660606347452,13.645763159140252
485,77.60000000000001,90.97205081963766,40.523913546929506,31.426708464965735,13.645807622945648
486,77.76,90.97234602107388,40.524045045751095,31.426810443643703,13.64585190316108
487,77.92,90.97264000614166,40.524176002735835,31.426912002121664,13.64589600092125
488,78.08,90.9729327823434,40.5243064212257,31.42701314299136,13.64593991735151
489,78.24,90.97322435711997,40.524436304535264,31.427113868823263,13.645983653567995
490,78.4,90.9735147378513,40.524565655951946,31.42721418216681,13.646027210677694
491,78.56,90.9738039318569,40.524694478736265,31.42731408555057,13.646070589778537
492,78.72,90.97409194639677,40.5248227761222,31.42741358148252,13.646113791959515
493,78.88,90.9743787886716,40.52495055131735,31.427512672450188,13.646156818300739
494,79.04,90.97466446582375,40.52507780750331,31.42761136092093,13.646199669873562
495,79.2,90.9749489849376,40.52520454783584,31.42770964934208,13.646242347740639
496,79.36,90.97523235304024,40.5253307754452,31.427807540141174,13.646284852956036
497,79.52,90.97551457710199,40.525456493436344,31.427905035726138,13.646327186565298
498,79.68,90.97579566403702,40.52558170488922,31.428002138485514,13.646369349605552
499,79.84,90.9760756207039,40.52570641285901,31.428098850788615,13.646411343105584
500,80.0,90.97635445390617,40.52583062037639,31.428195174985767,13.646453168085925
501,80.16,90.97663217039282,40.52595433044772,31.428291113408427,13.646494825558923
502,80.32000000000001,90.976908776859,40.52607754605538,31.428386668369473,13.64653631652885
503,80.48,90.97718427994633,40.52620027015791,31.428481842163272,13.646577641991948
504,80.64,90.97745868624361,40.52632250569034,31.42857663706597,13.64661880293654
505,80.8,90.97773200228727,40.52644425556433,31.4286710553356,13.64665980034309
506,80.96000000000001,90.9780042345619,40.526565522668484,31.42876509921229,13.646700635184283
507,81.12,90.97827538950081,40.526686309868545,31.42885877091846,13.64674130842512
508,81.28,90.97854547348642,40.52680662000759,31.42895207265894,13.646781821022962
509,81.44,90.9788144928509,40.52692645590631,31.42904500662122,13.646822173927633
510,81.60000000000001,90.97908245387659,40.527045820363206,31.429137574975545,13.646862368081486
511,81.76,90.97934936279643,40.52716471615477,31.42922977987513,13.646902404419464
512,81.92,90.9796152257946,40.52728314603578,31.429321623456318,13.64694228386919
513,82.08,90.97988004900688,40.52740111273943,31.42941310783874,13.646982007351031
514,82.24,90.98014383852117,40.527518618977616,31.429504235125492,13.647021575778174
515,82.4,90.98040660037785,40.52763566744105,31.429595007403254,13.647060990056676
516,82.56,90.98066834057042,40.52775226079956,31.42968542674251,13.647100251085563
517,82.72,90.98092906504586,40.52786840170225,31.42977549519766,13.647139359756878
518,82.88,90.98118877970504,40.5279840927777,31.42986521480719,13.647178316955754
519,83.04,90.98144749040321,40.52809933663416,31.429954587593837,13.647217123560482
520,83.2,90.98170520295051,40.52821413585978,31.43004361556472,13.647255780442576
521,83.36,90.98196192311228,40.52832849302274,31.430132300711513,13.64729428846684
522,83.52,90.98221765660952,40.528442410671516,31.43022064501056,13.647332648491426
523,83.68,90.9824724091194,40.528555891335,31.43030865042306,13.647370861367907
524,83.84,90.98272618627556,40.528668937522745,31.430396318895188,13.647408927941331
525,84.0,90.98297899366865,40.52878155172513,31.430483652358262,13.647446849050297
526,84.16,90.98323083684664,40.52889373641351,31.43057065272884,13.647484625526996
527,84.32000000000001,90.98348172131524,40.529005494040426,31.4306573219089,13.647522258197284
528,84.48,90.9837316525384,40.52911682703983,31.43074366178599,13.647559747880758
529,84.64,90.98398063593851,40.529227737827156,31.4308296742333,13.647597095390775
530,84.8,90.984228676897,40.529338228799574,31.43091536110987,13.647634301534548
531,84.96000000000001,90.98447578075464,40.529448302336164,31.43100072426069,13.647671367113196
532,85.12,90.9847219528119,40.52955796079803,31.431085765516837,13.647708292921784
533,85.28,90.98496719832933,40.52966720652852,31.431170486695585,13.647745079749399
534,85.44,90.98521152252799,40.52977604185338,31.431254889600577,13.647781728379197
535,85.60000000000001,90.98545493058977,40.5298844690809,31.431338976021916,13.647818239588464
536,85.76,90.98569742765778,40.52999249050211,31.431422747736327,13.647854614148669
537,85.92,90.98593901883669,40.53010010839089,31.43150620650722,13.647890852825503
538,86.08,90.98617970919315,40.53020732500422,31.431589354084903,13.64792695637897
539,86.24,90.98641950375603,40.530314142582235,31.431672192206626,13.647962925563403
540,86.4,90.98665840751688,40.530420563348436,31.43175472259674,13.647998761127532
541,86.56,90.98689642543025,40.53052658950984,31.431836946966808,13.648034463814536
542,86.72,90.98713356241393,40.530632223257115,31.43191886701572,13.648070034362089
543,86.88,90.98736982334952,40.53073746676479,31.43200048442983,13.648105473502428
544,87.04,90.98760521308247,40.53084232219129,31.432081800883036,13.64814078196237
545,87.2,90.98783973642266,40.530946791679185,31.432162818036915,13.648175960463398
546,87.36,90.98807339814459,40.53105087735532,31.432243537540856,13.648211009721688
547,87.52,90.98830620298776,40.53115458133091,31.432323961032132,13.648245930448162
548,87.68,90.98853815565695,40.531257905701736,31.432404090136036,13.648280723348542
549,87.84,90.98876926082258,40.53136085254825,31.432483926465984,13.648315389123388
550,88.0,90.98899952312104,40.53146342393574,31.43256347162363,13.648349928468155
551,88.16,90.98922894715487,40.531565621914446,31.432642727198957,13.64838434207323
552,88.32000000000001,90.98945753749324,40.53166744851971,31.432721694770386,13.648418630623985
553,88.48,90.98968529867211,40.531768905772125,31.43280037590491,13.648452794800816
554,88.64,90.9899122351947,40.53186999567764,31.432878772158166,13.648486835279204
555,88.8,90.99013835153156,40.5319707202277,31.432956885074535,13.648520752729732
556,88.96000000000001,90.99036365212103,40.53207108139937,31.43303471618726,13.648554547818154
557,89.12,90.9905881413695,40.53217108115551,31.433112267018554,13.648588221205424
558,89.28,90.99081182365171,40.53227072144486,31.433189539079684,13.648621773547758
559,89.44,90.99103470331094,40.53237000420215,31.433266533871052,13.648655205496642
560,89.60000000000001,90.99125678465938,40.53246893134827,31.43334325288233,13.648688517698906
561,89.76,90.9914780719784,40.532567504790386,31.43341969759254,13.64872171079676
562,89.92,90.99169856951879,40.53266572642201,31.433495869470125,13.648754785427817
563,90.08,90.9919182815011,40.532763598123225,31.433571769973106,13.648787742225165
564,90.24,90.99213721211576,40.53286112176066,31.43364740054908,13.648820581817365
565,90.4,90.99235536552358,40.532958299187776,31.433722762635416,13.648853304828535
566,90.56,90.9925727458558,40.533055132244854,31.433797857659272,13.648885911878368
567,90.72,90.9927893572144,40.53315162275914,31.4338726870377,13.64891840358216
568,90.88,90.9930052036725,40.533247772545025,31.43394725217777,13.648950780550873
569,91.04,90.9932202892744,40.533343583404054,31.43402155447661,13.64898304339116
570,91.2,90.99343461803602,40.533439057125136,31.434095595321534,13.649015192705402
571,91.36,90.99364819394499,40.53353419548459,31.434169376090086,13.649047229091748
572,91.52,90.99386102096106,40.53362900024629,31.434242898150185,13.649079153144159
573,91.68,90.99407310301619,40.533723473161764,31.43431616286014,13.649110965452428
574,91.84,90.9942844440149,40.53381761597027,31.43438917156878,13.649142666602234
575,92.0,90.99449504783445,40.53391143039899,31.434461925615537,13.649174257175167
576,92.16,90.99470491832511,40.534004918163006,31.43453442633049,13.649205737748765
577,92.32000000000001,90.99491405931039,40.53409808096554,31.434606675034498,13.649237108896559
578,92.48,90.99512247458728,40.53419092049797,31.43467867303924,13.649268371188091
579,92.64,90.99533016792641,40.53428343843995,31.434750421647305,13.64929952518896
580,92.8,90.99553714307241,40.53437563645953,31.434821922152285,13.64933057146086
581,92.96000000000001,90.99574340374394,40.53446751621322,31.434893175838816,13.649361510561592
582,93.12,90.99594895363421,40.53455907934615,31.43496418398273,13.649392343045132
583,93.28,90.99615379641088,40.53465032749212,31.43503494785103,13.649423069461632
584,93.44,90.9963579357164,40.53474126227368,31.43510546870203,13.64945369035746
585,93.60000000000001,90.99656137516838,40.53483188530228,31.43517574778544,13.649484206275257
586,93.76,90.99676411835958,40.534922198178364,31.4352457863424,13.649514617753937
587,93.92,90.99696616885821,40.53501220249139,31.43531558560556,13.64954492532873
588,94.08,90.99716753020815,40.53510189981999,31.435385146799177,13.649575129531222
589,94.24,90.99736820592912,40.53519129173206,31.435454471139145,13.649605230889366
590,94.4,90.99756819951699,40.53528037978485,31.435523559833143,13.649635229927549
591,94.56,90.99776751444385,40.53536916552499,31.4355924140806,13.649665127166577
592,94.72,90.9979661541583,40.5354576504887,31.435661035072865,13.649694923123745
593,94.88,90.99816412208551,40.535545836201734,31.435729423993177,13.649724618312826
594,95.04,90.99836142162766,40.5356337241796,31.43579758201683,13.64975421324415
595,95.2,90.99855805616392,40.53572131592757,31.43586551031117,13.649783708424588
596,95.36,90.99875402905076,40.5358086129408,31.435933210035714,13.649813104357612
597,95.52,90.99894934362202,40.53589561670436,31.43600068234215,13.649842401543301
598,95.68,90.99914400318927,40.53598232869341,31.436067928374474,13.64987160047839
599,95.84,90.99933801104187,40.5360687503732,31.436134949269007,13.649900701656279
600,96.0,90.99953137044723,40.536154883199224,31.4362017461545,13.649929705567084
601,96.16,90.99972408465086,40.53624072861721,31.436268320152116,13.64995861269763
602,96.32000000000001,90.99991615687675,40.536326288063286,31.436334672375605,13.649987423531512
603,96.48,91.00010759032736,40.536411562964005,31.436400803931267,13.650016138549102
604,96.64,91.00029838818398,40.5364965547365,31.436466715918097,13.650044758227596
605,96.8,91.00048855360671,40.53658126478845,31.436532409427777,13.650073283041008
606,96.96000000000001,91.00067808973485,40.53666569451825,31.436597885544764,13.650101713460225
607,97.12,91.00086699968682,40.536749845315036,31.43666314534635,13.650130049953022
608,97.28,91.00105528656057,40.5368337185588,31.43672818990274,13.650158292984086
609,97.44,91.00124295343363,40.53691731562044,31.436793020277072,13.650186443015045
610,97.60000000000001,91.0014300033633,40.53700063786184,31.436857637525502,13.650214500504495
611,97.76,91.00161643938675,40.537083686635924,31.43692204269724,13.650242465908013
612,97.92,91.00180226452136,40.53716646328679,31.43698623683465,13.650270339678203
613,98.08,91.00198748176466,40.537248969149715,31.437050220973244,13.650298122264697
614,98.24000000000001,91.00217209409462,40.53733120555125,31.43711399614178,13.650325814114193
615,98.4,91.00235610446988,40.53741317380931,31.437177563362322,13.650353415670482
616,98.56,91.00253951582972,40.53749487523324,31.437240923650265,13.650380927374457
617,98.72,91.00272233109433,40.53757631112384,31.437304078014407,13.65040834966415
618,98.88,91.00290455316502,40.53765748277352,31.437367027457007,13.650435682974754
619,99.04,91.0030861849242,40.537738391466235,31.437429772973815,13.65046292773863
620,99.2,91.0032672292357,40.53781903847773,31.437492315554152,13.650490084385355
621,99.36,91.00344768894485,40.53789942507544,31.437554656180946,13.650517153341726
622,99.52,91.00362756687865,40.53797955251867,31.437616795830806,13.650544135031797
623,99.68,91.00380686584579,40.53805942205858,31.437678735473998,13.650571029876868
624,99.84,91.0039855886371,40.53813903493834,31.43774047607463,13.650597838295562
625,100.0,91.00416373802534,40.538218392393105,31.437802018590567,13.650624560703799
626,100.16,91.00434131676558,40.53829749565012,31.437863363973563,13.650651197514836
627,100.32000000000001,91.00451832759528,40.53837634592881,31.43792451316928,13.650677749139291
628,100.48,91.00469477323433,40.53845494444075,31.43798546711731,13.650704215985149
629,100.64,91.0048706563854,40.538533292389864,31.43804622675132,13.65073059845781
630,100.8,91.00504597973388,40.53861139097237,31.438106792998976,13.65075689696008
631,100.96000000000001,91.00522074594812,40.5386892413769,31.43816716678208,13.650783111892219
632,101.12,91.00539495767954,40.538766844784526,31.438227349016568,13.65080924365193
633,101.28,91.00556861756272,40.53884420236885,31.438287340612575,13.650835292634408
634,101.44,91.00574172821564,40.53892131529606,31.43834714247449,13.650861259232345
635,101.60000000000001,91.00591429223971,40.53899818472496,31.438406755500985,13.650887143835954
636,101.76,91.00608631221992,40.53907481180706,31.438466180585063,13.650912946832987
637,101.92,91.00625779072502,40.5391511976866,31.438525418614095,13.650938668608752
638,102.08,91.00642873030765,40.53922734350068,31.438584470469912,13.650964309546145
639,102.24000000000001,91.00659913350434,40.539303250379206,31.43864333702877,13.650989870025649
640,102.4,91.00676900283575,40.53937891944502,31.438702019161443,13.651015350425363
641,102.56,91.00693834080685,40.539454351813966,31.438760517733275,13.651040751121029
642,102.72,91.00710714990686,40.53952954859488,31.438818833604188,13.651066072486028
643,102.88,91.00727543260955,40.53960451088971,31.43887696762875,13.651091314891431
644,103.04,91.00744319137326,40.53967923979354,31.438934920656212,13.651116478705987
645,103.2,91.007610428641,40.53975373639463,31.438992693530526,13.65114156429615
646,103.36,91.00777714684074,40.53982800177451,31.43905028709043,13.651166572026108
647,103.52,91.00794334838525,40.53990203700798,31.43910770216945,13.651191502257788
648,103.68,91.00810903567248,40.5399758431632,31.439164939595944,13.65121635535087
649,103.84,91.00827421108548,40.54004942130172,31.439222000193165,13.651241131662822
650,104.0,91.00843887699271,40.540122772478576,31.439278884779302,13.651265831548907
